School_Year,School Authority Category,School Authority Name,School Authority Code,School Name,School Code,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Blessed Cardinal Newman,8731,63,93,82,88,66,76,83,101,93,104,,,,849
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Peace Elementary Junior High School,8732,38,44,54,51,46,46,70,87,101,96,,,,633
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop Grandin High School,8901,,,,,,,,,,,508,458,500,1466
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Francis High School,8902,,,,,,,,,,,473,527,448,1448
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Father Lacombe School,8903,,,,,,,,,,,369,331,295,995
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Mary's High School,8904,,,,,,,,,,,367,302,321,990
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop Carroll High School,8905,,,,,,,,,,,407,341,391,1139
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Anne Academic Centre,8906,,1,,1,,2,2,2,4,1,133,508,1368,2022
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop McNally High School,8907,,,,,,,,,,,347,355,385,1087
2015_2016,Charter,Calgary Arts Academy Society,151,Calgary Arts Academy,1126,54,55,54,50,48,56,54,55,58,47,,,,531
2015_2016,Charter,Calgary Girls' School Society,152,Calgary Girls' School,1128,,,,,72,87,120,109,111,89,,,,588
2015_2016,Private,Society For Treatment of Autism (Calgary Region),9879,Society for Treatment of Autism,212,37,,,,,,,,,,,,,37
2015_2016,Private,The PREP Program - A Calgary Society to Promote Education for Individuals with Down Syndrome,9894,The PREP Program,230,13,,,,,,,,,,,,,13
2015_2016,Private,Montessori School of Calgary,9925,Montessori School of Calgary,254,22,5,11,4,7,,,,,,,,,49
2015_2016,Private,G.R.I.T. (Getting Ready for Inclusion Today) Calgary Society,9376,Getting Ready For Inclusion To,284,67,,,,,,,,,,,,,67
2015_2016,Private,Calgary French & International School Society,9632,Calgary French & International School,796,120,80,76,70,74,74,58,56,37,37,18,17,11,728
2015_2016,Private,The Calgary Society for Effective Education of Learning Disabled,9131,Calgary Academy Collegiate,1015,,,,,,6,10,7,5,13,16,11,13,81
2015_2016,Private,Calgary Urban Project Society,155,One World Child Development Centre,1162,42,,,,,,,,,,,,,42
2015_2016,Private,Access International College (Calgary) Incorporated,178,Access International College (Calgary) Inc.,1271,,,,,,,,,,,1,3,,4
2015_2016,Private,Khalsa School Calgary Educational Foundation,207,Khalsa School Calgary Educational Foundation,1383,39,62,46,49,50,41,26,26,26,23,,,,388
2015_2016,Private,Aurora Learning Foundation (Calgary),211,Aurora Learning Calgary,1397,,,,1,3,3,1,1,2,2,,1,2,16
2015_2016,Private,"Maria Montessori Education Centre of Calgary, Ltd.",212,Maria Montessori School,1410,31,27,23,21,14,12,7,7,,,,,,142
2015_2016,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #1,1586,7,,,,,,,,,,,,,7
2015_2016,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #2,1595,7,,,,,,,,,,,,,7
2015_2016,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #3,1596,23,,,,,,,,,,,,,23
2015_2016,Private,Calgary Early Learning Centre Association,271,Calgary Early Learning Centre,1736,21,,,,,,,,,,,,,21
2015_2016,Private,Calgary Urban Project Society,155,CUPS One World Child Development Centre,1976,12,,,,,,,,,,,,,12
2015_2016,Private,Calgary Chinese Alliance School Society,164,Calgary Chinese Alliance School,5001,,,,,,,,,,,1,,1,2
2015_2016,Private,Calgary Quest Children's Society,9795,Calgary Quest School,5398,16,2,9,5,8,10,8,7,21,13,11,19,26,155
2015_2016,Private,The Calgary Society for Effective Education of Learning Disabled,9131,Calgary Academy,9908,,,3,11,8,28,38,55,40,58,37,56,52,386
2015_2016,Private,The Calgary Jewish Academy,9633,Calgary Jewish Academy,9911,37,34,28,28,17,14,19,15,11,11,,,,214
2015_2016,Private,Calgary German Language School Society,9075,Language School-German Canadian Club,9925,,,,,,,,,,,,,1,1
2015_2016,Private,Centro Linguistico E Culturale Italiano Calgary,9076,Italian School of Calgary,9926,,,,,,,,,,2,1,,1,4
2015_2016,Private,Calgary Waldorf School Society,9224,Calgary Waldorf School,9949,36,43,26,26,24,26,23,21,13,11,,,,249
2015_2016,Private,Hellenic Society of Calgary and District,9278,Greek Community School,9957,,,,,,,,,,,1,1,,2
2015_2016,Private,The Calgary Chinese Public School Society,9296,Calgary Chinese Private School,9963,,,,,,,,,,,2,3,6,11
2015_2016,Private,The Canadian Reformed School Society of Calgary,9938,Tyndale Christian School,9984,8,3,8,5,11,9,5,2,9,12,5,5,4,86
2016_2017,Private,Khalsa School Calgary Educational Foundation,207,Khalsa School Calgary Educational Foundation,1383,42,44,66,46,51,43,32,27,23,24,,,,398
2016_2017,Private,Montessori School of Calgary,9925,Montessori School of Calgary,254,15,9,4,8,4,8,,,,,,,,48
2017_2018,Private,Swedish Society of Calgary,9279,Swedish Language School,9958,,,,,,,,,,2,,,,2
2017_2018,Private,Khalsa School Calgary Educational Foundation,207,Khalsa School Calgary Educational Foundation,1383,38,45,44,60,44,43,38,33,26,24,,,,395
2017_2018,Private,Montessori School of Calgary,9925,Montessori School of Calgary,254,20,7,9,3,7,4,8,,,,,,,58
2017_2018,Public,Calgary School District No. 19,3030,Andrew Sibbald School,9336,36,35,34,44,37,15,,,,,,,,201
2016_2017,Public,Calgary School District No. 19,3030,Nelson Mandela High School,1989,,,,,,,,,,,679,499,,1178
2017_2018,Public,Calgary School District No. 19,3030,Coventry Hills School,1038,176,142,142,141,,,,,,,,,,601
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Corpus Christi School,8501,64,25,29,35,24,24,19,,,,,,,220
2016_2017,Public,Calgary School District No. 19,3030,Radisson Park School,1334,49,58,44,41,49,39,,,,,,,,280
2017_2018,Public,Calgary School District No. 19,3030,Sir John A Macdonald School,9652,,,,,,,2,226,218,200,,,,646
2016_2017,Public,Calgary School District No. 19,3030,Westbrook Outreach,1260,,,,,,,,,,,4,17,200,221
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Jude School,8546,19,20,23,26,22,25,21,,,,,,,156
2017_2018,Public,Calgary School District No. 19,3030,Falconridge School,9375,79,70,75,65,71,53,38,,,,,,,451
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Francis High School,8902,,,,,,,,,,,518,454,513,1485
2017_2018,Public,Calgary School District No. 19,3030,Haysboro School,9316,30,26,24,32,26,31,21,,,,,,,190
2017_2018,Public,Calgary School District No. 19,3030,West View School,9687,,,,,,,,,,,8,8,27,43
2016_2017,Public,Calgary School District No. 19,3030,Dr. George Stanley School,2084,,,,,140,121,86,77,39,,,,,463
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Notre Dame High School,1275,,,,,,,,,,,516,528,530,1574
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Grace School,2083,77,92,97,92,75,82,74,87,67,72,,,,815
2016_2017,Public,Calgary School District No. 19,3030,Ian Bazalgette School,9613,,,,,,,106,106,111,118,,,,441
2016_2017,Public,Calgary School District No. 19,3030,Ethel M. Johnson School,9310,71,57,68,63,67,52,92,,,,,,,470
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Catherine Elementary School,8533,58,25,35,30,35,18,25,,,,,,,226
2016_2017,Public,Calgary School District No. 19,3030,Annie Gale School,9686,,,,,,,58,179,187,170,,,,594
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Ascension of Our Lord,333,43,50,43,47,55,58,55,156,126,137,,,,770
2017_2018,Public,Calgary School District No. 19,3030,Vista Heights School,9239,27,25,23,21,19,15,13,,,,,,,143
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Timothy,1225,,,,,,,,61,91,73,70,62,30,387
2016_2017,Private,The Calgary Society for Effective Education of Learning Disabled,9131,Calgary Academy Collegiate,1015,,,,,,7,6,13,6,7,9,13,10,71
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Gabriel the Archangel,1029,,,,,,,,93,111,109,74,67,52,506
2017_2018,Public,Calgary School District No. 19,3030,Connaught School,9114,58,76,58,50,45,27,32,,,,,,,346
2017_2018,Public,Calgary School District No. 19,3030,David Thompson School,9641,,,,,,63,123,140,115,136,,,,577
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Sylvester School,8537,35,44,47,39,39,35,35,,,,,,,274
2016_2017,Public,Calgary School District No. 19,3030,Elbow Park School,9119,21,25,37,17,37,13,37,,,,,,,187
2017_2018,Private,Calgary Waldorf School Society,9224,Calgary Waldorf School,9949,26,38,21,29,27,24,26,22,15,17,,,,245
2016_2017,Public,Calgary School District No. 19,3030,F. E. Osborne School,9651,,,,,,,,146,153,153,,,,452
2016_2017,Public,Calgary School District No. 19,3030,Midsun School,348,,,,,,,,264,269,271,,,,804
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Cyril School,8723,19,26,30,24,40,22,38,34,36,38,,,,307
2016_2017,Public,Calgary School District No. 19,3030,Buchanan School,9207,34,36,15,27,31,30,21,,,,,,,194
2017_2018,Public,Calgary School District No. 19,3030,Bob Edwards School,9623,,,,,,,84,89,81,85,,,,339
2017_2018,Public,Calgary School District No. 19,3030,Belfast School,9203,36,36,33,47,39,26,34,,,,,,,251
2017_2018,Public,Calgary School District No. 19,3030,Sherwood School,9632,,,,,44,43,43,82,95,111,,,,418
2016_2017,Public,Calgary School District No. 19,3030,Saddle Ridge School,1520,117,138,113,109,109,,,,,,,,,586
2017_2018,Public,Calgary School District No. 19,3030,Guy Weadick School,9343,73,84,70,75,65,29,33,,,,,,,429
2016_2017,Public,Calgary School District No. 19,3030,Queen Elizabeth School,9227,50,55,55,50,37,46,40,,,,,,,333
2016_2017,Public,Calgary School District No. 19,3030,Janet Johnstone School,9270,102,125,109,105,89,,,,,,,,,530
2017_2018,Public,Calgary School District No. 19,3030,Children's Village School,9014,3,5,8,13,7,12,11,,,,,,,59
2016_2017,Charter,Calgary Arts Academy Society,151,Calgary Arts Academy,1126,55,55,53,52,52,52,53,54,54,53,,,,533
2016_2017,Public,Calgary School District No. 19,3030,Citadel Park School,1332,74,101,85,93,91,,,,,,,,,444
2016_2017,Public,Calgary School District No. 19,3030,Somerset School,1099,44,55,65,61,68,,,,,,,,,293
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Monica School,8530,40,20,19,23,16,23,15,27,44,34,5,,,266
2017_2018,Public,Calgary School District No. 19,3030,Citadel Park School,1332,61,82,97,101,98,,,,,,,,,439
2017_2018,Public,Calgary School District No. 19,3030,Cecil Swanson School,9373,59,69,58,61,59,45,58,,,,,,,409
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Jerome Elementary School,1340,69,91,99,103,101,105,99,,,,,,,667
2016_2017,Public,Calgary School District No. 19,3030,Sherwood School,9632,,,,,53,43,45,87,99,94,,,,421
2017_2018,Public,Calgary School District No. 19,3030,Bowcroft School,9111,40,52,59,38,40,30,28,,,,,,,287
2017_2018,Private,Calgary Academy Society,9131,Calgary Academy Collegiate,1015,,,,,,4,8,12,16,5,5,11,13,74
2017_2018,Public,Calgary School District No. 19,3030,Grant MacEwan School,9378,43,55,49,46,48,28,38,,,,,,,307
2017_2018,Public,Calgary School District No. 19,3030,William Roper Hull School,9033,,1,3,3,5,7,5,12,10,12,15,16,6,95
2017_2018,Public,Calgary School District No. 19,3030,Lake Bonavista School,9334,58,66,67,48,54,31,21,,,,,,,345
2017_2018,Public,Calgary School District No. 19,3030,Terrace Road School,9138,53,21,21,26,13,20,21,,,,,,,175
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Bonaventure School,8721,,,,,,,,96,110,130,,,,336
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Isabella School,1680,75,84,92,114,115,107,89,82,76,70,1,,,905
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Thomas More School,8544,41,34,36,35,49,41,35,,,,,,,271
2016_2017,Public,Calgary School District No. 19,3030,Dr. Roberta Bondar School,2054,45,62,61,59,41,,,,,,,,,268
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Stephen School,8719,15,11,12,15,34,31,34,89,102,121,,,,464
2016_2017,Public,Calgary School District No. 19,3030,Glamorgan School,9121,82,74,75,96,89,100,82,58,28,23,,,,707
2016_2017,Public,Calgary School District No. 19,3030,O.S. Geiger School,9271,61,58,68,67,52,58,69,,,,,,,433
2017_2018,Public,Calgary School District No. 19,3030,William Aberhart High School,9829,,,,,,,,,,,491,439,423,1353
2017_2018,Public,Calgary School District No. 19,3030,North Haven School,9225,58,34,34,36,40,36,45,,,,,,,283
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Rose of Lima Junior High School,8722,69,55,62,50,53,29,32,49,54,48,,,,501
2017_2018,Public,Calgary School District No. 19,3030,Tom Baines School,9690,,,,,,,143,203,219,233,,,,798
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor J. S. Smith School,313,78,72,69,65,84,66,65,92,80,82,4,,,757
2016_2017,Public,Calgary School District No. 19,3030,Crescent Heights High School,9815,,,,,,,,,,,440,514,659,1613
2017_2018,Public,Calgary School District No. 19,3030,Henry Wise Wood High School,9836,,,,,,,,,,,422,338,390,1150
2017_2018,Public,Calgary School District No. 19,3030,H. D. Cartwright School,9660,,,,,,,,127,130,150,,,,407
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Philip School,8724,65,74,69,93,51,50,49,,,,,,,451
2017_2018,Public,Calgary School District No. 19,3030,Dr. E. W. Coffin School,9214,21,30,25,26,21,28,24,,,,,,,175
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Sylvester School,8537,41,49,42,44,37,36,21,,,,,,,270
2016_2017,Public,Calgary School District No. 19,3030,Wood's Homes School,9035,,,,1,1,,1,6,5,9,19,6,11,59
2016_2017,Private,Calgary Urban Project Society,155,One World Child Development Centre,1162,32,,,,,,,,,,,,,32
2017_2018,Public,Calgary School District No. 19,3030,Thomas B Riley School,9611,,,,,,,99,151,127,151,,,,528
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Luke Bilingual Elementary School,8521,62,61,77,51,41,46,21,,,,,,,359
2017_2018,Public,Calgary School District No. 19,3030,Colonel Walker School,9602,22,26,15,18,11,11,6,,,,,,,109
2016_2017,Public,Calgary School District No. 19,3030,Penbrooke Meadows School,9356,23,35,24,35,45,52,,,,,,,,214
2016_2017,Public,Calgary School District No. 19,3030,Langevin School,9609,42,50,47,54,77,53,57,91,89,81,,,,641
2016_2017,Public,Calgary School District No. 19,3030,Colonel Macleod School,9620,,,,,,,,17,33,93,,,,143
2016_2017,Public,Calgary School District No. 19,3030,Discovering Choices 2,1161,,,,,,,,,,,5,39,304,348
2017_2018,Public,Calgary School District No. 19,3030,Briar Hill School,9205,32,46,35,44,28,36,32,,,,,,,253
2016_2017,Public,Calgary School District No. 19,3030,Thomas B Riley School,9611,,,,,,,112,124,146,124,,,,506
2016_2017,Public,Calgary School District No. 19,3030,Bowness High School,9847,,,,,,,,,,,233,207,221,661
2017_2018,Private,The Canadian Reformed School Society of Calgary,9938,Tyndale Christian School,9984,5,7,7,3,8,4,12,9,5,2,9,13,6,90
2017_2018,Public,Calgary School District No. 19,3030,Buffalo Rubbing Stone School,2029,131,102,103,87,109,4,,,,,,,,536
2017_2018,Public,Calgary School District No. 19,3030,Prince of Wales School,9341,45,59,54,72,53,38,49,,,,,,,370
2017_2018,Public,Calgary School District No. 19,3030,Marshall Springs School,2069,,,,,139,120,96,121,89,,,,,565
2017_2018,Public,Calgary School District No. 19,3030,Terry Fox School,9689,,,,,,,,125,115,143,,,,383
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Don Bosco School,8727,54,30,25,33,28,20,31,27,21,23,5,,,297
2016_2017,Public,Calgary School District No. 19,3030,Crossing Park School,536,112,114,112,114,111,115,123,126,111,113,,,,1151
2016_2017,Public,Calgary School District No. 19,3030,Royal Oak School,1519,139,110,127,124,,,,,,,,,,500
2017_2018,Public,Calgary School District No. 19,3030,West Dover School,9357,39,42,54,42,47,35,1,,,,,,,260
2017_2018,Public,Calgary School District No. 19,3030,University School,9237,53,85,60,57,63,51,39,,,,,,,408
2016_2017,Public,Calgary School District No. 19,3030,Varsity Acres School,9238,74,79,92,84,83,81,53,,,,,,,546
2016_2017,Public,Calgary School District No. 19,3030,Rosemont School,9231,38,29,39,41,32,31,22,,,,,,,232
2017_2018,Public,Calgary School District No. 19,3030,Eugene Coste School,9311,60,61,88,51,41,,,,,,,,,301
2016_2017,Public,Calgary School District No. 19,3030,Sir John Franklin School,9649,,,,,1,49,61,112,110,121,,,,454
2016_2017,Public,Calgary School District No. 19,3030,Valley Creek School,1098,,,,,121,111,109,124,136,112,,,,713
2016_2017,Public,Calgary School District No. 19,3030,Cappy Smart School,9353,27,30,28,35,31,43,7,1,,,,,,202
2016_2017,Private,Swedish Society of Calgary,9279,Swedish Language School,9958,,,,,,,,,2,,,,,2
2016_2017,Public,Calgary School District No. 19,3030,Brentwood School,9204,100,117,132,117,130,108,,,,,,,,704
2017_2018,Public,Calgary School District No. 19,3030,Westgate School,9140,65,86,85,145,139,105,48,,,,,,,673
2016_2017,Public,Calgary School District No. 19,3030,Dr. E. W. Coffin School,9214,24,24,25,24,29,23,31,,,,,,,180
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Thomas Aquinas School,8527,24,32,24,23,30,27,,,,,,,,160
2016_2017,Public,Calgary School District No. 19,3030,Marion Carson School,9241,85,94,103,86,52,56,49,,,,,,,525
2017_2018,Public,Calgary School District No. 19,3030,Chinook Learning Services,9817,,,,,,,,,,,1,1,1698,1700
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Father Lacombe School,8903,,,,,,,,,,,325,346,335,1006
2017_2018,Public,Calgary School District No. 19,3030,Saddle Ridge School,1520,125,125,133,104,115,,,,,,,,,602
2016_2017,Public,Calgary School District No. 19,3030,Ramsay School,9130,23,24,15,20,14,10,9,,,,,,,115
2017_2018,Private,Calgary Academy Society,9131,Calgary Academy,9908,,,6,13,12,31,27,51,58,58,40,49,33,378
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Stephen School,8719,13,9,16,27,19,21,20,109,114,93,29,,,470
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Sacred Heart Elementary School,8705,30,20,31,28,26,16,18,,,,,,,169
2016_2017,Public,Calgary School District No. 19,3030,Earl Grey School,9118,19,30,35,36,31,30,32,,,,,,,213
2017_2018,Public,Calgary School District No. 19,3030,Glenbrook School,9122,27,36,40,32,35,36,35,,,,,,,241
2016_2017,Public,Calgary School District No. 19,3030,Pineridge School,9360,32,37,36,49,35,40,44,,,,,,,273
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Thomas Aquinas School,8527,25,21,28,24,25,27,,,,,,,,150
2016_2017,Public,Calgary School District No. 19,3030,Copperfield School,2086,98,79,96,60,77,,,,,,,,,410
2017_2018,Public,Calgary School District No. 19,3030,Ernest Manning High School,9826,,,,,,,,,,,607,557,555,1719
2017_2018,Public,Calgary School District No. 19,3030,Ian Bazalgette School,9613,,,,,,,138,121,102,108,,,,469
2016_2017,Public,Calgary School District No. 19,3030,Westgate School,9140,,87,161,139,129,106,43,,,,,,,665
2017_2018,Public,Calgary School District No. 19,3030,Brentwood School,9204,100,99,122,142,120,118,1,,,,,,,702
2017_2018,Public,Calgary School District No. 19,3030,Sir Wilfrid Laurier School,9648,,,,,,,115,113,111,98,,,,437
2016_2017,Public,Calgary School District No. 19,3030,Midnapore School,9363,87,91,78,78,70,53,37,,,,,,,494
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Fresh Start Outreach Program,1525,,,,,,,,,,,,2,17,19
2016_2017,Public,Calgary School District No. 19,3030,Terry Fox School,9689,,,,,,,,144,156,182,1,,,483
2016_2017,Public,Calgary School District No. 19,3030,Ranchlands School,9374,79,56,64,73,50,70,52,,,,,,,444
2017_2018,Public,Calgary School District No. 19,3030,Penbrooke Meadows School,9356,20,24,36,23,32,47,3,,,,,,,185
2017_2018,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #3,1596,9,,,,,,,,,,,,,9
2016_2017,Public,Calgary School District No. 19,3030,Piitoayis Family School,1054,29,25,27,24,24,26,17,,,,,,,172
2017_2018,Public,Calgary School District No. 19,3030,Sunnyside School,9234,26,21,23,22,23,20,18,,,,,,,153
2016_2017,Public,Calgary School District No. 19,3030,Rosedale School,9618,22,25,24,24,25,30,26,23,27,33,,,,259
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Cecilia (Bilingual) Elementary School,8513,43,46,50,54,42,44,25,,,,,,,304
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Joan of Arc Elementary/Junior High School,1338,67,64,80,79,79,86,85,78,104,100,,,,822
2016_2017,Public,Calgary School District No. 19,3030,Kenneth D. Taylor School,2088,107,101,68,75,,,,,,,,,,351
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Alphonsus Elementary Junior High School,8706,17,26,29,35,37,34,48,57,41,43,,,,367
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. John Paul II School,8549,40,50,63,55,47,53,44,,,,,,,352
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop Kidd School,8702,,,,,,,,107,108,96,4,,,315
2017_2018,Public,Calgary School District No. 19,3030,Woodlands School,9371,31,35,44,50,33,43,21,,,,,,,257
2016_2017,Public,Calgary School District No. 19,3030,Belfast School,9203,38,32,45,41,33,36,29,,,,,,,254
2017_2018,Public,Calgary School District No. 19,3030,Sir Winston Churchill High School,9857,,,,,,,,,,,706,680,763,2149
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor A. J. Hetherington Elementary School,8557,63,31,17,23,25,25,20,,,,,,,204
2017_2018,Public,Calgary School District No. 19,3030,Dr. Gordon Townsend School,9886,,2,2,3,5,2,3,3,2,2,1,1,1,27
2017_2018,Public,Calgary School District No. 19,3030,Lester B. Pearson High School,9865,,,,,,,,,,,497,423,582,1502
2016_2017,Private,The Calgary Jewish Academy,9633,Calgary Jewish Academy,9911,28,40,35,28,29,14,14,17,16,8,,,,229
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Child School,2160,36,36,24,25,33,29,25,25,23,,,,,256
2016_2017,Public,Calgary School District No. 19,3030,William Roper Hull School,9033,,1,1,3,4,6,3,11,9,14,11,8,14,85
2017_2018,Public,Calgary School District No. 19,3030,Bowness High School,9847,,,,,,,,,,,249,241,232,722
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Monica School,8530,54,18,22,17,19,16,24,24,30,45,,,,269
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Family School,8503,24,31,32,30,33,29,33,,,,,,,212
2016_2017,Public,Calgary School District No. 19,3030,Woodman School,9631,,,,,,90,66,174,154,179,,,,663
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Helena School,8711,,,,,,,,89,122,118,7,,,336
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady Queen of Peace Elementary School,5270,87,129,95,108,117,113,78,97,93,,,,,917
2016_2017,Private,G.R.I.T. (Getting Ready for Inclusion Today) Calgary Society,9376,Getting Ready For Inclusion To,284,68,,,,,,,,,,,,,68
2016_2017,Public,Calgary School District No. 19,3030,Alternative High School,9863,,,,,,,,,,1,21,17,61,100
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Gregory School,8710,,,,,,,57,125,111,5,125,,,423
2016_2017,Public,Calgary School District No. 19,3030,Altadore School,9109,52,62,54,52,48,45,44,,,,,,,357
2017_2018,Public,Calgary School District No. 19,3030,Elboya School,9627,30,47,40,46,50,86,91,94,97,88,,,,669
2017_2018,Public,Calgary School District No. 19,3030,Hugh A. Bennett School,2056,111,102,90,100,81,,,,,,,,,484
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Rupert School,8548,23,37,34,32,33,24,32,,,,,,,215
2017_2018,Public,Calgary School District No. 19,3030,Georges P. Vanier School,9635,,,,,,,,121,108,143,,,,372
2017_2018,Public,Calgary School District No. 19,3030,Bridlewood School,1498,63,80,85,84,83,66,77,,,,,,,538
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Elizabeth Seton,588,29,45,41,49,61,42,46,145,155,141,,,,754
2016_2017,Public,Calgary School District No. 19,3030,Guy Weadick School,9343,110,90,89,77,54,34,51,,,,,,,505
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Elizabeth Seton,588,41,40,41,56,46,47,52,153,134,118,27,,,755
2017_2018,Public,Calgary School District No. 19,3030,Piitoayis Family School,1054,16,36,27,35,41,25,31,,,,,,,211
2016_2017,Private,Calgary Urban Project Society,155,CUPS One World Child Development Centre,1976,19,,,,,,,,,,,,,19
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Boniface Elementary School,8532,9,18,19,27,29,30,26,,,,,,,158
2017_2018,Public,Calgary School District No. 19,3030,Panorama Hills School,1452,81,88,88,97,117,,,,,,,,,471
2016_2017,Public,Calgary School District No. 19,3030,Riverbend School,9386,68,65,74,68,56,43,39,,,,,,,413
2016_2017,Private,The Calgary Society for Effective Education of Learning Disabled,9131,Calgary Academy,9908,,,5,7,21,17,37,51,61,43,54,31,54,381
2017_2018,Public,Calgary School District No. 19,3030,Bishop Pinkham School,9645,,,,,,,55,161,169,223,,,,608
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Prince of Peace School,2080,78,110,87,84,109,84,80,68,58,39,,,,797
2016_2017,Public,Calgary School District No. 19,3030,Arbour Lake Middle School,1330,,,,,,132,142,177,197,227,,,,875
2016_2017,Public,Calgary School District No. 19,3030,Dr. Oakley School,9630,,,,8,32,43,40,17,8,4,,,,152
2016_2017,Public,Calgary School District No. 19,3030,West Springs School,1521,77,96,108,119,106,,,,,,,,,506
2016_2017,Public,Calgary School District No. 19,3030,Centennial High School,1224,,,,,,,,,,,625,555,600,1780
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Brigid,1119,36,46,50,50,55,74,57,66,57,62,9,,,562
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. John XXIII School,8726,32,31,41,54,29,48,40,134,124,117,11,,,661
2017_2018,Public,Calgary School District No. 19,3030,Discovering Choices,9868,,,,,,,,,,,4,38,453,495
2016_2017,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #1,1586,17,,,,,,,,,,,,,17
2016_2017,Public,Calgary School District No. 19,3030,Douglasdale School,596,74,81,104,62,83,,1,,,,,,,405
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Trinity School,8506,25,26,28,26,36,25,31,,,,,,,197
